model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model 3,,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85305,All Black Premium Interior,AZ
Model 3,,33917,37800,"Scottsdale, AZ",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$599 /mo,85305,Black and White Premium Interior,AZ
Model 3,,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85704,All Black Premium Interior,AZ
Model 3,,33917,37800,"Scottsdale, AZ",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$599 /mo,85704,Black and White Premium Interior,AZ
Model 3,,67663,26500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$396 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,25909,29500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$450 /mo,91801,Black and White Partial Premium Interior,CA
Model 3,,31779,31300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$482 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,40881,32200,"Fresno, CA",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19’’ Sport Wheels,$498 /mo,91801,All Black Premium Interior,CA
Model 3,,23637,34100,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$532 /mo,91801,All Black Premium Interior,CA
Model 3,,29106,34300,"Walnut, CA",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$536 /mo,91801,All Black Premium Interior,CA
Model 3,,67663,26500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$396 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,25909,29500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$450 /mo,93311,Black and White Partial Premium Interior,CA
Model 3,,31779,31300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$482 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,40881,32200,"Fresno, CA",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19’’ Sport Wheels,$498 /mo,93311,All Black Premium Interior,CA
Model 3,,23637,34100,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$532 /mo,93311,All Black Premium Interior,CA
Model 3,,29106,34300,"Walnut, CA",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$536 /mo,93311,All Black Premium Interior,CA
Model 3,,26315,37600,"Available to view in Gilroy, CA",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$595 /mo,93311,All Black Premium Interior,CA
Model 3,,20845,30900,"Available to view in Colma, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$475 /mo,95403,All Black Partial Premium Interior,CA
Model 3,,40881,32200,"Fresno, CA",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19’’ Sport Wheels,$498 /mo,95403,All Black Premium Interior,CA
Model 3,,26315,37600,"Available to view in Gilroy, CA",Model 3 Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$595 /mo,95403,All Black Premium Interior,CA
Model 3,,19156,36600,"Available to view in RENTON, WA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$577 /mo,85209,All Black Premium Interior,WA
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85209,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85209,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85209,All Black Partial Premium Interior,AZ
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85251,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85251,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85251,All Black Partial Premium Interior,AZ
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85254,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85254,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85254,All Black Partial Premium Interior,AZ
Model 3,,19156,36600,"Available to view in RENTON, WA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$577 /mo,85260,All Black Premium Interior,WA
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85260,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85260,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85260,All Black Partial Premium Interior,AZ
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85281,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85281,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85281,All Black Partial Premium Interior,AZ
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85305,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85305,All Black Partial Premium Interior,AZ
Model 3,,38051,27300,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$410 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,42685,27400,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$412 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,34247,27800,"Libertyville, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$419 /mo,85305,All Black Partial Premium Interior,IL
Model 3,,32254,27800,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$419 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,43292,28400,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,40657,28600,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$433 /mo,85305,All Black Partial Premium Interior,MN
Model 3,,44226,28800,"Available to view in Roswell, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$437 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,41166,28800,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$437 /mo,85305,All Black Partial Premium Interior,FL
Model 3,,47857,29000,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$441 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,41503,29100,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,43255,29300,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,FL
Model 3,,37611,29300,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,30042,29300,"Available to view in Lawrence Township, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$446 /mo,85305,All Black Partial Premium Interior,NJ
Model 3,,24532,29400,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,48206,29400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,46901,29500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$450 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,30131,29600,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$451 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,26533,29800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$455 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,36964,29800,"Available to view in Stockton, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Sport Wheels,$455 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,16382,29900,"Available to view in Fayetteville, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$457 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,22994,30200,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$462 /mo,85305,Black and White Partial Premium Interior,FL
Model 3,,49711,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,49942,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,32158,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,38468,30300,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,36116,30300,"Franklin, TN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,85305,All Black Partial Premium Interior,TN
Model 3,,35496,30400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$466 /mo,85305,Black and White Partial Premium Interior,MD
Model 3,,15780,30500,"Available to view in Gilroy, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,Previously Repaired,Red Multi-Coat Paint,18’’ Aero Wheels,$468 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,20444,30500,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$468 /mo,85305,Black and White Partial Premium Interior,FL
Model 3,,29339,30600,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,31550,30700,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$471 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,34375,30800,"Available to view in Colma, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,27699,30800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,27678,30800,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,27784,30800,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85305,Black and White Partial Premium Interior,MD
Model 3,,26859,30900,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$475 /mo,85305,Black and White Partial Premium Interior,MN
Model 3,,32345,31000,"Available to view in UPLAND, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$477 /mo,85305,Black and White Partial Premium Interior,CA
Model 3,,27832,31000,"Savannah, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,30086,31100,"PARAMUS, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,NJ
Model 3,,30215,31100,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,4829,31100,"Elk Grove Village, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,IL
Model 3,,31582,31100,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$478 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,21801,31200,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$480 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,17484,31400,"PARAMUS, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,85305,All Black Partial Premium Interior,NJ
Model 3,,28419,31400,"Available to view in Lisle, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,85305,All Black Partial Premium Interior,IL
Model 3,,27290,31400,"Available to view in Bakersfield, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$484 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,15154,31500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,27650,31500,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,29415,31500,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85704,All Black Partial Premium Interior,AZ
Model 3,,10649,32000,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85704,Black and White Partial Premium Interior,AZ
Model 3,,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85704,All Black Partial Premium Interior,AZ
Model 3,,43292,28400,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,41503,29100,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,46901,29500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$450 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,30131,29600,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$451 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,49711,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,49942,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,32158,30300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,38468,30300,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,29339,30600,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,31550,30700,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$471 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27678,30800,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27832,31000,"Available to view in UPLAND, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,17484,31400,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,28419,31400,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27650,31500,"Available to view in Bakersfield, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,29415,31500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,28221,31600,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$487 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,21748,31900,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$493 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,20395,32300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$500 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,22457,32400,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$502 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,12968,33100,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$514 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,47438,33100,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$514 /mo,91301,All Black Premium Interior,CA
Model 3,,16241,33300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$518 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,10624,33300,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$518 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,25710,33500,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$522 /mo,91301,Black and White Partial Premium Interior,CA
Model 3,,28892,33800,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$527 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,13623,34800,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$545 /mo,91301,All Black Partial Premium Interior,CA
